median_tot_hhd_inc_weekly, median_age_persons, gcc_code16, median_mortgage_repay_monthly, median_rent_weekly, average_num_psns_per_bedroom, gcc_name16, median_tot_fam_inc_weekly, average_household_size, median_tot_prsnl_inc_weekly
1542,36,"2GMEL",1800,350,0.9,"Greater Melbourne",1826,2.7,673
